TimeStamp,Shelter,Plot,Subplot,Latitude,Longitude,Moisture ( % ),Period ( us ),Attenuation,Permittivity,Probe Model
6/09/2018 13:52:51,2,4,C,-33.60995,150.73972,1.18,1.0986,1.0147,2.3186,CD659 12cm rods
6/09/2018 13:53:03,2,4,C,-33.60995,150.73972,0.19,1.0749,1.0086,1.9502,CD659 12cm rods
6/09/2018 13:53:16,2,4,C,-33.60997,150.73972,1.59,1.1077,1.0161,2.4713,CD659 12cm rods
6/09/2018 13:53:30,2,4,D,-33.60998,150.73972,1.15,1.0975,1.0127,2.3066,CD659 12cm rods
6/09/2018 13:53:52,2,4,D,-33.60997,150.73969,1.71,1.1088,1.0086,2.518,CD659 12cm rods
6/09/2018 13:54:10,2,4,D,-33.60997,150.7397,1.46,1.1032,1.007,2.4244,CD659 12cm rods
6/09/2018 13:54:23,2,4,D,-33.60998,150.7397,0.88,1.0896,1.0033,2.2081,CD659 12cm rods
6/09/2018 13:54:38,2,4,D,-33.60999,150.7397,1.16,1.0964,1.0057,2.3128,CD659 12cm rods
6/09/2018 13:55:24,2,5,A,-33.60994,150.73976,10.08,1.267,1.0612,5.8909,CD659 12cm rods
6/09/2018 13:55:42,2,5,A,-33.60994,150.73976,6.95,1.2139,1.0494,4.5738,CD659 12cm rods
6/09/2018 13:55:54,2,5,A,-33.60994,150.73976,8.5,1.2422,1.0708,5.2167,CD659 12cm rods
6/09/2018 13:56:10,2,5,A,-33.60993,150.73976,4.28,1.1653,1.0408,3.5069,CD659 12cm rods
6/09/2018 13:56:25,2,5,A,-33.60994,150.73976,4.31,1.1642,1.0298,3.517,CD659 12cm rods
6/09/2018 13:56:41,2,5,B,-33.60993,150.73978,3.83,1.1563,1.0368,3.3313,CD659 12cm rods
6/09/2018 13:56:54,2,5,B,-33.60993,150.73978,2.4,1.1269,1.0282,2.7805,CD659 12cm rods
6/09/2018 13:57:06,2,5,B,-33.60992,150.73976,4.24,1.1642,1.0389,3.4891,CD659 12cm rods
6/09/2018 13:57:20,2,5,B,-33.60991,150.73976,2.54,1.1292,1.0252,2.8332,CD659 12cm rods
6/09/2018 13:57:33,2,5,B,-33.60991,150.73976,7.72,1.2309,1.0851,4.8937,CD659 12cm rods
6/09/2018 13:57:57,2,5,C,-33.60992,150.73976,8.369999,1.2399,1.0685,5.1648,CD659 12cm rods
6/09/2018 13:58:09,2,5,C,-33.60992,150.73978,8.4,1.2399,1.0642,5.1754,CD659 12cm rods
6/09/2018 13:58:22,2,5,C,-33.60994,150.73978,7.45,1.223,1.0528,4.7825,CD659 12cm rods
6/09/2018 13:58:36,2,5,C,-33.60995,150.73978,8.28,1.2377,1.0613,5.1256,CD659 12cm rods
6/09/2018 13:58:50,2,5,C,-33.60995,150.73978,10.13,1.2682,1.0658,5.9112,CD659 12cm rods
6/09/2018 13:59:07,2,5,D,-33.60994,150.73976,8.16,1.2331,1.0357,5.0749,CD659 12cm rods
6/09/2018 13:59:24,2,5,D,-33.60994,150.73976,7.67,1.2252,1.0401,4.8699,CD659 12cm rods
6/09/2018 13:59:37,2,5,D,-33.60994,150.73976,8.379999,1.2365,1.0322,5.1675,CD659 12cm rods
6/09/2018 14:00:01,2,5,D,-33.60995,150.73976,10.19,1.2682,1.0543,5.9362,CD659 12cm rods
6/09/2018 14:00:35,2,5,D,-33.60995,150.73976,10.53,1.2738,1.0548,6.0877,CD659 12cm rods
6/09/2018 14:00:55,2,6,A,-33.60991,150.73979,5.07,1.1811,1.0504,3.8192,CD659 12cm rods
6/09/2018 14:01:13,2,6,A,-33.60991,150.73978,2.62,1.1325,1.035,2.8648,CD659 12cm rods
6/09/2018 14:01:26,2,6,A,-33.60991,150.73978,0.12,1.0783,1.0295,1.9232,CD659 12cm rods
6/09/2018 14:01:41,2,6,A,-33.60991,150.73978,4.76,1.1744,1.0424,3.6949,CD659 12cm rods
6/09/2018 14:01:56,2,6,A,-33.60991,150.73976,4.81,1.1744,1.0364,3.713,CD659 12cm rods
6/09/2018 14:02:14,2,6,B,-33.60989,150.73979,6.39,1.2015,1.0254,4.3469,CD659 12cm rods
6/09/2018 14:02:31,2,6,B,-33.60987,150.73979,5.7,1.1891,1.025,4.0675,CD659 12cm rods
6/09/2018 14:02:50,2,6,B,-33.60987,150.73979,2.68,1.1303,1.0163,2.8846,CD659 12cm rods
6/09/2018 14:03:09,2,6,B,-33.60987,150.73979,0.25,1.076,1.0071,1.9737,CD659 12cm rods
6/09/2018 14:03:27,2,6,B,-33.60987,150.73979,6.63,1.206,1.0282,4.4439,CD659 12cm rods
6/09/2018 14:03:43,2,6,C,-33.60987,150.73979,2.14,1.119,1.0142,2.6812,CD659 12cm rods
6/09/2018 14:03:58,2,6,C,-33.60987,150.73979,2.51,1.1269,1.0158,2.8224,CD659 12cm rods
6/09/2018 14:04:10,2,6,C,-33.60987,150.73979,2.52,1.128,1.0216,2.8241,CD659 12cm rods
6/09/2018 14:04:26,2,6,C,-33.60988,150.73982,2.27,1.1224,1.0187,2.7284,CD659 12cm rods
6/09/2018 14:04:48,2,6,C,-33.60987,150.73982,6.22,1.2015,1.0512,4.2766,CD659 12cm rods
6/09/2018 14:05:04,2,6,D,-33.60987,150.73979,0.93,1.093,1.0143,2.2239,CD659 12cm rods
6/09/2018 14:05:17,2,6,D,-33.60987,150.73979,2.21,1.1212,1.0192,2.7057,CD659 12cm rods
6/09/2018 14:05:29,2,6,D,-33.60987,150.73979,1.78,1.1133,1.0243,2.5435,CD659 12cm rods
6/09/2018 14:05:43,2,6,D,-33.60987,150.73979,1.94,1.1156,1.0188,2.6037,CD659 12cm rods
6/09/2018 14:05:58,2,6,D,-33.60988,150.73978,2.84,1.1359,1.0304,2.9457,CD659 12cm rods
6/09/2018 14:06:20,2,7,A,-33.60984,150.73981,8.03,1.232,1.0458,5.0224,CD659 12cm rods
6/09/2018 14:06:41,2,7,A,-33.60985,150.73981,6.44,1.2026,1.028,4.3659,CD659 12cm rods
6/09/2018 14:06:54,2,7,A,-33.60985,150.73981,6.4,1.2026,1.0335,4.3512,CD659 12cm rods
6/09/2018 14:07:10,2,7,A,-33.60984,150.73982,5.86,1.1924,1.0283,4.1341,CD659 12cm rods
6/09/2018 14:07:28,2,7,A,-33.60983,150.73982,7.29,1.2184,1.0372,4.7136,CD659 12cm rods
6/09/2018 14:07:46,2,7,B,-33.60984,150.73984,5.66,1.1879,1.0216,4.052,CD659 12cm rods
6/09/2018 14:08:17,2,7,B,-33.60984,150.73984,7.84,1.2275,1.0334,4.9417,CD659 12cm rods
6/09/2018 14:08:31,2,7,B,-33.60984,150.73984,7.48,1.2207,1.0264,4.795,CD659 12cm rods
6/09/2018 14:08:49,2,7,B,-33.60984,150.73984,4.82,1.1721,1.0186,3.7174,CD659 12cm rods
6/09/2018 14:09:04,2,7,B,-33.60984,150.73984,10.24,1.2693,1.0576,5.9595,CD659 12cm rods
6/09/2018 14:09:25,2,7,C,-33.60985,150.73985,2.94,1.1348,1.0115,2.9863,CD659 12cm rods
6/09/2018 14:09:43,2,7,C,-33.60985,150.73985,3.9,1.154,1.0136,3.3575,CD659 12cm rods
6/09/2018 14:09:56,2,7,C,-33.60985,150.73985,2.28,1.1212,1.011,2.7337,CD659 12cm rods
6/09/2018 14:10:13,2,7,C,-33.60985,150.73985,2.22,1.1201,1.0115,2.7114,CD659 12cm rods
6/09/2018 14:10:28,2,7,C,-33.60985,150.73985,5.03,1.1766,1.023,3.8012,CD659 12cm rods
6/09/2018 14:10:42,2,7,D,-33.60985,150.73984,1.84,1.1122,1.0117,2.5673,CD659 12cm rods
6/09/2018 14:10:56,2,7,D,-33.60986,150.73984,1.55,1.1065,1.0147,2.4563,CD659 12cm rods
6/09/2018 14:11:09,2,7,D,-33.60986,150.73984,1.12,1.0964,1.01,2.2971,CD659 12cm rods
6/09/2018 14:11:25,2,7,D,-33.60986,150.73984,1.08,1.0952,1.0092,2.281,CD659 12cm rods
6/09/2018 14:11:38,2,7,D,-33.60986,150.73984,1.22,1.0986,1.0104,2.3344,CD659 12cm rods
6/09/2018 14:11:58,2,8,A,-33.60984,150.73987,3.89,1.1585,1.0448,3.3527,CD659 12cm rods
6/09/2018 14:12:18,2,8,A,-33.60984,150.73987,2.67,1.1325,1.0302,2.8811,CD659 12cm rods
6/09/2018 14:12:33,2,8,A,-33.60984,150.73987,4.81,1.1778,1.0608,3.7129,CD659 12cm rods
6/09/2018 14:12:49,2,8,A,-33.60984,150.73987,5.16,1.1834,1.0552,3.8548,CD659 12cm rods
6/09/2018 14:13:05,2,8,A,-33.60984,150.73987,3.95,1.1574,1.0295,3.3775,CD659 12cm rods
6/09/2018 14:13:24,2,8,B,-33.60982,150.73988,6.07,1.197,1.0343,4.2195,CD659 12cm rods
6/09/2018 14:13:38,2,8,B,-33.60982,150.73988,8.08,1.232,1.0374,5.0431,CD659 12cm rods
6/09/2018 14:13:52,2,8,B,-33.60982,150.73988,7.03,1.2139,1.0361,4.6087,CD659 12cm rods
6/09/2018 14:14:09,2,8,B,-33.60982,150.73988,5.19,1.18,1.0261,3.8656,CD659 12cm rods
6/09/2018 14:14:24,2,8,B,-33.60982,150.73988,9.89,1.2625,1.0431,5.8099,CD659 12cm rods
6/09/2018 14:14:43,2,8,C,-33.60983,150.7399,8.52,1.2399,1.044,5.2244,CD659 12cm rods
6/09/2018 14:15:08,2,8,C,-33.60983,150.7399,5.67,1.1891,1.0283,4.0583,CD659 12cm rods
6/09/2018 14:15:26,2,8,C,-33.60983,150.7399,9.510001,1.2557,1.0372,5.6449,CD659 12cm rods
6/09/2018 14:15:40,2,8,C,-33.60983,150.7399,11.94,1.2964,1.0592,6.7069,CD659 12cm rods
6/09/2018 14:15:57,2,8,C,-33.60984,150.73991,11.42,1.2874,1.047,6.4762,CD659 12cm rods
6/09/2018 14:16:13,2,8,D,-33.60984,150.73988,8.18,1.2377,1.0779,5.0838,CD659 12cm rods
6/09/2018 14:16:28,2,8,D,-33.60985,150.7399,8.21,1.2343,1.0378,5.098,CD659 12cm rods
6/09/2018 14:16:42,2,8,D,-33.60985,150.7399,8.51,1.2399,1.0447,5.222899,CD659 12cm rods
6/09/2018 14:17:01,2,8,D,-33.60985,150.73991,9.25,1.2524,1.048,5.5329,CD659 12cm rods
6/09/2018 14:17:48,2,8,D,-33.60984,150.7399,5.5,1.1857,1.0255,3.991,CD659 12cm rods
6/09/2018 14:18:40,3,1,A,-33.60998,150.73946,3.29,1.1461,1.0384,3.1196,CD659 12cm rods
6/09/2018 14:19:00,3,1,A,-33.60998,150.73946,5.55,1.1891,1.0459,4.0083,CD659 12cm rods
6/09/2018 14:19:14,3,1,A,-33.60998,150.73944,5.42,1.1857,1.038,3.9553,CD659 12cm rods
6/09/2018 14:19:28,3,1,A,-33.60998,150.73944,3.93,1.1574,1.0317,3.3706,CD659 12cm rods
6/09/2018 14:19:42,3,1,A,-33.60999,150.73946,7.09,1.2151,1.0366,4.634,CD659 12cm rods
6/09/2018 14:20:03,3,1,B,-33.61,150.73946,12.84,1.31,1.0517,7.1108,CD659 12cm rods
6/09/2018 14:20:19,3,1,B,-33.60998,150.73949,7.92,1.2297,1.0425,4.974801,CD659 12cm rods
6/09/2018 14:20:43,3,1,B,-33.60998,150.73949,13.43,1.3202,1.0689,7.3804,CD659 12cm rods
6/09/2018 14:21:01,3,1,B,-33.60998,150.73947,6.99,1.2151,1.0525,4.5923,CD659 12cm rods
6/09/2018 14:21:19,3,1,B,-33.60998,150.73947,6.86,1.2105,1.0325,4.538,CD659 12cm rods
6/09/2018 14:21:35,3,1,C,-33.60999,150.73949,8.629999,1.2422,1.0472,5.2741,CD659 12cm rods
6/09/2018 14:21:50,3,1,C,-33.60999,150.73949,6.429999,1.2026,1.0294,4.3624,CD659 12cm rods
6/09/2018 14:22:05,3,1,C,-33.60999,150.73949,7.27,1.2173,1.0299,4.7051,CD659 12cm rods
6/09/2018 14:22:23,3,1,C,-33.61,150.7395,8.14,1.2331,1.0392,5.0665,CD659 12cm rods
6/09/2018 14:22:38,3,1,C,-33.60998,150.7395,11.45,1.2874,1.0399,6.4899,CD659 12cm rods
6/09/2018 14:23:01,3,1,D,-33.60997,150.73947,5.81,1.1913,1.0269,4.1127,CD659 12cm rods
6/09/2018 14:23:17,3,1,D,-33.60997,150.73947,9.860001,1.2625,1.0498,5.7953,CD659 12cm rods
6/09/2018 14:23:35,3,1,D,-33.60997,150.73947,6.28,1.2026,1.0509,4.3038,CD659 12cm rods
6/09/2018 14:24:02,3,1,D,-33.60997,150.73949,6.65,1.2117,1.0738,4.4532,CD659 12cm rods
6/09/2018 14:24:19,3,1,D,-33.60997,150.73947,9.85,1.2614,1.0387,5.789599,CD659 12cm rods
6/09/2018 15:12:45,3,2,A,-33.60987,150.73941,3.43,1.145,1.0145,3.1743,CD659 12cm rods
6/09/2018 15:12:55,3,2,A,-33.60986,150.73941,3.43,1.145,1.0145,3.1743,CD659 12cm rods
6/09/2018 15:13:20,3,2,A,-33.60994,150.7395,3.53,1.154,1.0582,3.2155,CD659 12cm rods
6/09/2018 15:13:44,3,2,A,-33.60994,150.7395,0.9699999,1.0919,1.0044,2.2414,CD659 12cm rods
6/09/2018 15:14:12,3,2,A,-33.60992,150.73947,3.48,1.1461,1.0147,3.196,CD659 12cm rods
6/09/2018 15:14:30,3,2,B,-33.60992,150.73947,1.45,1.1032,1.0087,2.4186,CD659 12cm rods
6/09/2018 15:14:59,3,2,B,-33.60992,150.73949,4.78,1.1732,1.0318,3.7025,CD659 12cm rods
6/09/2018 15:15:13,3,2,B,-33.60992,150.73949,1.76,1.1111,1.015,2.5354,CD659 12cm rods
6/09/2018 15:15:29,3,2,B,-33.60991,150.73949,0,1.0523,1.006,1.6172,CD659 12cm rods
6/09/2018 15:15:44,3,2,B,-33.60991,150.73949,1.04,1.0952,1.0137,2.2647,CD659 12cm rods
6/09/2018 15:16:01,3,2,C,-33.60992,150.73952,6.38,1.2026,1.0364,4.3434,CD659 12cm rods
6/09/2018 15:16:12,3,2,C,-33.60992,150.73952,6.38,1.2015,1.0269,4.343,CD659 12cm rods
6/09/2018 15:16:25,3,2,C,-33.60992,150.73952,6.159999,1.1981,1.0314,4.2534,CD659 12cm rods
6/09/2018 15:16:39,3,2,C,-33.60993,150.73952,5.96,1.1936,1.0239,4.1716,CD659 12cm rods
6/09/2018 15:16:52,3,2,C,-33.60991,150.73952,8.71,1.2422,1.0335,5.306,CD659 12cm rods
6/09/2018 15:17:10,3,2,D,-33.60991,150.73949,8.02,1.2331,1.0587,5.0183,CD659 12cm rods
6/09/2018 15:17:25,3,2,D,-33.60994,150.73949,6.429999,1.2026,1.0297,4.3616,CD659 12cm rods
6/09/2018 15:17:40,3,2,D,-33.60995,150.73949,9.520001,1.2557,1.0345,5.651,CD659 12cm rods
6/09/2018 15:18:03,3,2,D,-33.60997,150.7395,7.63,1.2252,1.0456,4.8562,CD659 12cm rods
6/09/2018 15:18:18,3,2,D,-33.60997,150.73949,5.6,1.1868,1.0203,4.0305,CD659 12cm rods
6/09/2018 15:18:39,3,3,A,-33.60992,150.73952,5.75,1.1913,1.0347,4.0908,CD659 12cm rods
6/09/2018 15:18:50,3,3,A,-33.60992,150.73952,3.5,1.1484,1.0266,3.203,CD659 12cm rods
6/09/2018 15:19:04,3,3,A,-33.6099,150.73953,7.64,1.2252,1.0447,4.8583,CD659 12cm rods
6/09/2018 15:19:18,3,3,A,-33.6099,150.73953,5.95,1.197,1.0521,4.169899,CD659 12cm rods
6/09/2018 15:19:32,3,3,A,-33.60991,150.73953,3,1.1382,1.0242,3.0101,CD659 12cm rods
6/09/2018 15:19:46,3,3,B,-33.60991,150.73955,5.3,1.1845,1.0456,3.9083,CD659 12cm rods
6/09/2018 15:20:14,3,3,B,-33.6099,150.73953,4.24,1.1744,1.1069,3.4912,CD659 12cm rods
6/09/2018 15:20:27,3,3,B,-33.6099,150.73953,3.74,1.1597,1.0702,3.2939,CD659 12cm rods
6/09/2018 15:20:40,3,3,B,-33.60989,150.73953,5.36,1.1879,1.0628,3.9332,CD659 12cm rods
6/09/2018 15:20:54,3,3,B,-33.60989,150.73953,6.06,1.1981,1.046,4.213,CD659 12cm rods
6/09/2018 15:21:14,3,3,C,-33.60991,150.73955,11.71,1.2919,1.0463,6.6038,CD659 12cm rods
6/09/2018 15:21:28,3,3,C,-33.60991,150.73955,7.13,1.2162,1.0418,4.6476,CD659 12cm rods
6/09/2018 15:21:49,3,3,C,-33.60991,150.73955,9.71,1.2603,1.0508,5.7335,CD659 12cm rods
6/09/2018 15:22:10,3,3,C,-33.6099,150.73956,8.23,1.2365,1.0583,5.1043,CD659 12cm rods
6/09/2018 15:22:30,3,3,C,-33.60991,150.73956,8.14,1.2354,1.0623,5.066,CD659 12cm rods
6/09/2018 15:22:46,3,3,D,-33.60991,150.73953,2.6,1.1303,1.0252,2.8547,CD659 12cm rods
6/09/2018 15:22:58,3,3,D,-33.60992,150.73955,3.94,1.1574,1.0309,3.373,CD659 12cm rods
6/09/2018 15:23:14,3,3,D,-33.60992,150.73955,3.08,1.1405,1.029,3.0387,CD659 12cm rods
6/09/2018 15:23:28,3,3,D,-33.60992,150.73955,2.46,1.1303,1.0404,2.803,CD659 12cm rods
6/09/2018 15:23:44,3,3,D,-33.60992,150.73955,3.35,1.145,1.0246,3.1421,CD659 12cm rods
6/09/2018 15:24:14,3,4,A,-33.60987,150.73956,7.150001,1.2173,1.049,4.6559,CD659 12cm rods
6/09/2018 15:24:43,3,4,A,-33.60987,150.73955,3.68,1.1529,1.0341,3.2703,CD659 12cm rods
6/09/2018 15:25:00,3,4,A,-33.60987,150.73955,7.03,1.2139,1.0369,4.6065,CD659 12cm rods
6/09/2018 15:25:24,3,4,A,-33.60987,150.73955,5.87,1.1936,1.0369,4.1356,CD659 12cm rods
6/09/2018 15:25:42,3,4,A,-33.60988,150.73955,7.06,1.2139,1.031,4.6219,CD659 12cm rods
6/09/2018 15:26:01,3,4,B,-33.60987,150.73959,1.56,1.1065,1.0134,2.4609,CD659 12cm rods
6/09/2018 15:26:26,3,4,B,-33.60987,150.73959,2.96,1.1393,1.0361,2.9928,CD659 12cm rods
6/09/2018 15:26:41,3,4,B,-33.60987,150.73959,1.26,1.0998,1.0117,2.3491,CD659 12cm rods
6/09/2018 15:26:57,3,4,B,-33.60987,150.73958,1.8,1.1122,1.0157,2.5534,CD659 12cm rods
6/09/2018 15:27:13,3,4,B,-33.60986,150.73958,2.41,1.1258,1.0216,2.7816,CD659 12cm rods
6/09/2018 15:27:32,3,4,C,-33.60988,150.73959,2.9,1.1382,1.0359,2.9715,CD659 12cm rods
6/09/2018 15:27:53,3,4,C,-33.60988,150.73959,1.09,1.0975,1.0184,2.2857,CD659 12cm rods
6/09/2018 15:28:08,3,4,C,-33.60987,150.73958,2.56,1.1314,1.036,2.8395,CD659 12cm rods
6/09/2018 15:28:24,3,4,C,-33.60987,150.73959,2.34,1.1258,1.0288,2.7569,CD659 12cm rods
6/09/2018 15:28:42,3,4,C,-33.60986,150.73961,2.12,1.1212,1.0284,2.6741,CD659 12cm rods
6/09/2018 15:29:04,3,4,D,-33.60988,150.73958,2.6,1.128,1.0126,2.8544,CD659 12cm rods
6/09/2018 15:29:19,3,4,D,-33.60988,150.73958,2.53,1.1292,1.027,2.8272,CD659 12cm rods
6/09/2018 15:29:35,3,4,D,-33.60988,150.73958,1.57,1.1065,1.0126,2.464,CD659 12cm rods
6/09/2018 15:29:52,3,4,D,-33.60988,150.73959,1.58,1.1065,1.0116,2.4672,CD659 12cm rods
6/09/2018 15:30:08,3,4,D,-33.60988,150.73959,3.1,1.1405,1.0263,3.0475,CD659 12cm rods
6/09/2018 15:30:31,3,5,A,-33.60982,150.73962,3.61,1.1495,1.0208,3.2441,CD659 12cm rods
6/09/2018 15:30:57,3,5,A,-33.60981,150.73964,2.56,1.128,1.017,2.8396,CD659 12cm rods
6/09/2018 15:31:11,3,5,A,-33.60981,150.73962,3.42,1.1495,1.0434,3.1717,CD659 12cm rods
6/09/2018 15:31:27,3,5,A,-33.60981,150.73962,2.23,1.1212,1.0162,2.716,CD659 12cm rods
6/09/2018 15:31:44,3,5,A,-33.60981,150.73962,2.13,1.119,1.0153,2.6775,CD659 12cm rods
6/09/2018 15:32:18,3,5,B,-33.60981,150.73964,1.31,1.0998,1.0062,2.369,CD659 12cm rods
6/09/2018 15:32:42,3,5,B,-33.60981,150.73965,0,1.0003,1.0017,1,CD659 12cm rods
6/09/2018 15:33:13,3,5,B,-33.60981,150.73965,0.82,1.0885,1.0047,2.184,CD659 12cm rods
6/09/2018 15:33:35,3,5,B,-33.60981,150.73964,0.23,1.0749,1.005,1.9639,CD659 12cm rods
6/09/2018 15:33:56,3,5,B,-33.6098,150.73965,0.94,1.0919,1.0082,2.2276,CD659 12cm rods
6/09/2018 15:34:17,3,5,C,-33.60984,150.73967,0,1.0319,1.0067,1.3291,CD659 12cm rods
6/09/2018 15:34:41,3,5,C,-33.60984,150.73967,0,1.0715,1.013,1.8794,CD659 12cm rods
6/09/2018 15:34:55,3,5,C,-33.60984,150.73967,0,1.0489,1.006,1.5679,CD659 12cm rods
6/09/2018 15:35:10,3,5,C,-33.60985,150.73967,2.13,1.1201,1.0221,2.675,CD659 12cm rods
6/09/2018 15:35:29,3,5,C,-33.60984,150.73969,3.77,1.1551,1.0369,3.3077,CD659 12cm rods
6/09/2018 15:35:45,3,5,D,-33.60983,150.73965,2.38,1.1246,1.018,2.7727,CD659 12cm rods
6/09/2018 15:36:00,3,5,D,-33.60984,150.73965,0.73,1.0873,1.0082,2.1525,CD659 12cm rods
6/09/2018 15:36:15,3,5,D,-33.60984,150.73965,0.43,1.0805,1.0086,2.0402,CD659 12cm rods
6/09/2018 15:36:31,3,5,D,-33.60984,150.73965,0.71,1.0873,1.0102,2.1451,CD659 12cm rods
6/09/2018 15:36:47,3,5,D,-33.60983,150.73962,0.86,1.0896,1.0062,2.1973,CD659 12cm rods
6/09/2018 15:37:12,3,6,A,-33.60979,150.73969,3.57,1.1484,1.0186,3.2287,CD659 12cm rods
6/09/2018 15:37:31,3,6,A,-33.60979,150.73969,4.61,1.171,1.038,3.6354,CD659 12cm rods
6/09/2018 15:37:44,3,6,A,-33.60979,150.73969,10.88,1.2817,1.0862,6.2384,CD659 12cm rods
6/09/2018 15:37:59,3,6,A,-33.60978,150.73967,2.08,1.1178,1.015,2.658,CD659 12cm rods
6/09/2018 15:38:11,3,6,A,-33.60978,150.73967,2.35,1.1235,1.0157,2.7594,CD659 12cm rods
6/09/2018 15:38:25,3,6,B,-33.60979,150.7397,1.05,1.0941,1.0071,2.2694,CD659 12cm rods
6/09/2018 15:38:36,3,6,B,-33.60978,150.7397,1.17,1.0986,1.0158,2.3148,CD659 12cm rods
6/09/2018 15:39:01,3,6,B,-33.60978,150.73967,2.37,1.1246,1.019,2.7692,CD659 12cm rods
6/09/2018 15:39:13,3,6,B,-33.60977,150.73967,1.14,1.0964,1.008,2.3045,CD659 12cm rods
6/09/2018 15:39:31,3,6,B,-33.60979,150.73969,3.03,1.1405,1.0343,3.0211,CD659 12cm rods
6/09/2018 15:39:44,3,6,C,-33.60977,150.73969,1.41,1.1043,1.0178,2.4058,CD659 12cm rods
6/09/2018 15:39:56,3,6,C,-33.60978,150.7397,2.47,1.1258,1.0141,2.8069,CD659 12cm rods
6/09/2018 15:40:33,3,6,C,-33.60978,150.73972,3.34,1.1438,1.0188,3.1383,CD659 12cm rods
6/09/2018 15:41:12,3,6,C,-33.60978,150.73972,2.72,1.1337,1.0302,2.9026,CD659 12cm rods
6/09/2018 15:41:27,3,6,C,-33.60978,150.73972,5.19,1.1811,1.0341,3.8669,CD659 12cm rods
6/09/2018 15:41:44,3,6,D,-33.60981,150.73969,3.04,1.1371,1.013,3.025,CD659 12cm rods
6/09/2018 15:41:59,3,6,D,-33.60981,150.73967,0.93,1.0907,1.0035,2.226,CD659 12cm rods
6/09/2018 15:42:11,3,6,D,-33.60981,150.73967,1.35,1.1009,1.0077,2.3831,CD659 12cm rods
6/09/2018 15:42:26,3,6,D,-33.60983,150.73969,2.02,1.1156,1.0095,2.6359,CD659 12cm rods
6/09/2018 15:42:49,3,6,D,-33.60983,150.73969,8.110001,1.232,1.0326,5.054501,CD659 12cm rods
6/09/2018 15:43:21,3,7,A,-33.60979,150.7397,1.95,1.1167,1.0237,2.6071,CD659 12cm rods
6/09/2018 15:43:38,3,7,A,-33.60978,150.7397,1.52,1.1077,1.0236,2.4446,CD659 12cm rods
6/09/2018 15:43:54,3,7,A,-33.60978,150.7397,1.77,1.1122,1.0194,2.5404,CD659 12cm rods
6/09/2018 15:44:11,3,7,A,-33.60978,150.7397,1.79,1.1133,1.0226,2.5492,CD659 12cm rods
6/09/2018 15:44:24,3,7,A,-33.60978,150.73969,1.23,1.0986,1.0095,2.3375,CD659 12cm rods
6/09/2018 15:44:54,3,7,B,-33.60978,150.73973,1.77,1.1111,1.0134,2.5413,CD659 12cm rods
6/09/2018 15:47:32,3,7,B,-33.60975,150.73973,1.89,1.1145,1.0181,2.5856,CD659 12cm rods
6/09/2018 15:47:54,3,7,B,-33.60975,150.73972,1.15,1.0975,1.0122,2.3084,CD659 12cm rods
6/09/2018 15:48:05,3,7,B,-33.60975,150.73973,1.76,1.1133,1.026,2.5375,CD659 12cm rods
6/09/2018 15:48:18,3,7,B,-33.60976,150.73972,3.37,1.145,1.0219,3.1507,CD659 12cm rods
6/09/2018 15:48:29,3,7,C,-33.60975,150.73973,4.74,1.1721,1.0285,3.6881,CD659 12cm rods
6/09/2018 15:48:40,3,7,C,-33.60976,150.73973,3.05,1.1382,1.0185,3.029,CD659 12cm rods
6/09/2018 15:48:53,3,7,C,-33.60977,150.73973,2.48,1.1269,1.0193,2.8107,CD659 12cm rods
6/09/2018 15:49:04,3,7,C,-33.60974,150.73975,5.44,1.1845,1.0256,3.9659,CD659 12cm rods
6/09/2018 15:49:17,3,7,C,-33.60976,150.73972,3.65,1.1529,1.0372,3.2605,CD659 12cm rods
6/09/2018 15:49:31,3,7,D,-33.60976,150.7397,3.58,1.1484,1.0175,3.2319,CD659 12cm rods
6/09/2018 15:49:43,3,7,D,-33.60977,150.73972,6.579999,1.206,1.0353,4.4248,CD659 12cm rods
6/09/2018 15:49:55,3,7,D,-33.60977,150.73972,3.53,1.1472,1.0161,3.214,CD659 12cm rods
6/09/2018 15:50:07,3,7,D,-33.60977,150.7397,6.07,1.1958,1.0255,4.218,CD659 12cm rods
6/09/2018 15:50:24,3,7,D,-33.60973,150.73973,6.91,1.2128,1.0453,4.5577,CD659 12cm rods
6/09/2018 15:50:44,3,8,A,-33.60972,150.73973,5.18,1.1811,1.0358,3.862,CD659 12cm rods
6/09/2018 15:50:56,3,8,A,-33.60972,150.73973,4.73,1.1732,1.0378,3.6845,CD659 12cm rods
6/09/2018 15:51:09,3,8,A,-33.60971,150.73975,5.32,1.1834,1.0346,3.9153,CD659 12cm rods
6/09/2018 15:51:22,3,8,A,-33.60973,150.73975,7.59,1.2252,1.0524,4.8388,CD659 12cm rods
6/09/2018 15:51:41,3,8,A,-33.60975,150.73978,8.52,1.241,1.0543,5.228199,CD659 12cm rods
6/09/2018 15:51:53,3,8,B,-33.60974,150.73978,8.52,1.241,1.0543,5.228199,CD659 12cm rods
6/09/2018 15:52:05,3,8,B,-33.60973,150.73978,6.08,1.1992,1.0524,4.221,CD659 12cm rods
6/09/2018 15:52:20,3,8,B,-33.60972,150.73978,9.43,1.2557,1.0514,5.6133,CD659 12cm rods
6/09/2018 15:52:32,3,8,B,-33.60971,150.73976,7.65,1.2264,1.054,4.8625,CD659 12cm rods
